filename, label, prediction1, score1, prediction2, score2
MOB___MOB_0026_0_7954_108.jpg,MOB,MOB,0.9314,EBO,0.0298
MON___MON_0082_105.jpg,MON,PMO,0.3173,MON,0.2824
MON___MON_0583_102.jpg,MON,MON,0.5837,NGS,0.2813
MON___MON_0699_109.jpg,MON,NGS,0.5402,NGB,0.1738
MON___MON_0739_108.jpg,MON,MON,0.8852,NGS,0.0373
MON___MON_0880_110.jpg,MON,LYT,0.46,MYO,0.2158
MON___MON_0895_106.jpg,MON,LYT,0.7195,MYO,0.0864
MON___MON_0911_104.jpg,MON,NGS,0.8533,LYA,0.0332
MON___MON_1356_101.jpg,MON,LYT,0.8603,MON,0.0634
MON___MON_1499_103.jpg,MON,LYT,0.6563,MMZ,0.1114
MON___MON_1608_107.jpg,MON,LYT,0.4796,MYO,0.1645
MYB___MYB_0001_0_6360_105.jpg,MYB,MMZ,0.4643,MYO,0.3664
MYB___MYB_0002_0_6360_102.jpg,MYB,MYB,0.5362,PMO,0.2894
MYB___MYB_0003_0_8415_108.jpg,MYB,PMO,0.4694,MMZ,0.1349
MYB___MYB_0017_0_264_106.jpg,MYB,MYB,0.6946,MYO,0.1437
MYB___MYB_0021_0_6588_109.jpg,MYB,BAS,0.4512,PMO,0.292
MYB___MYB_0024_0_8415_104.jpg,MYB,MYB,0.8127,PMO,0.1447
MYB___MYB_0030_0_264_107.jpg,MYB,PMO,0.5118,MYB,0.2572
MYB___MYB_0032_0_8415_103.jpg,MYB,PMO,0.9259,MYB,0.0341
MYB___MYB_0035_0_6360_101.jpg,MYB,MYB,0.8554,EBO,0.0215
MYB___MYB_0039_0_96_110.jpg,MYB,PMO,0.6244,MYB,0.3452
MYO___MYO_0104_106.jpg,MYO,MYO,0.9305,LYT,0.03
MYO___MYO_0222_108.jpg,MYO,MYO,0.9074,LYT,0.0808
MYO___MYO_0262_105.jpg,MYO,MYO,0.9658,LYT,0.0172
MYO___MYO_0510_107.jpg,MYO,MYO,0.9436,LYT,0.0305
MYO___MYO_0660_103.jpg,MYO,MYO,0.9955,LYT,0.0016
MYO___MYO_0939_102.jpg,MYO,MYO,0.9775,LYT,0.0065
MYO___MYO_0952_104.jpg,MYO,MYO,0.9957,LYT,0.0019
MYO___MYO_0953_110.jpg,MYO,MYO,0.891,PMO,0.0352
MYO___MYO_2190_101.jpg,MYO,MYO,0.9329,PMO,0.0269
MYO___MYO_2821_109.jpg,MYO,MYO,0.8329,LYT,0.1329
NGB___NGB_0005_0_6588_108.jpg,NGB,NGS,0.7179,NGB,0.2292
NGB___NGB_0013_0_96_109.jpg,NGB,NGS,0.907,PMO,0.0277
NGB___NGB_0038_0_6588_105.jpg,NGB,NGB,0.3783,MYO,0.1362
NGB___NGB_0039_0_96_103.jpg,NGB,NGB,0.3678,NGS,0.282
NGB___NGB_0046_0_8415_110.jpg,NGB,NGS,0.5089,NGB,0.2343
NGB___NGB_0047_0_8415_102.jpg,NGB,NGB,0.8115,NGS,0.0741
NGB___NGB_0073_0_6588_106.jpg,NGB,NGB,0.5347,NGS,0.1355
NGB___NGB_0097_0_96_104.jpg,NGB,NGB,0.7499,NGS,0.0864
NGB___NGB_0099_0_96_101.jpg,NGB,NGB,0.9284,NGS,0.0167
NGB___NGB_0102_0_8415_107.jpg,NGB,NGB,0.8146,NGS,0.1036
NGS___NGS_0583_105.jpg,NGS,NGS,0.967,NGB,0.0081
NGS___NGS_2260_101.jpg,NGS,NGS,0.8158,NGB,0.0573
NGS___NGS_3440_108.jpg,NGS,NGS,0.8644,EBO,0.039
NGS___NGS_3694_107.jpg,NGS,NGS,0.9826,LYA,0.0023
NGS___NGS_3845_110.jpg,NGS,NGS,0.9295,PMB,0.016
NGS___NGS_5330_109.jpg,NGS,NGS,0.9457,LYT,0.013
NGS___NGS_6757_103.jpg,NGS,NGS,0.9266,LYA,0.0117
NGS___NGS_6807_106.jpg,NGS,NGS,0.9335,LYT,0.0133
NGS___NGS_6969_104.jpg,NGS,NGS,0.9223,PMB,0.0129
NGS___NGS_8325_102.jpg,NGS,NGS,0.899,PMB,0.0178
PMB___PMB_0001_0_6588_106.jpg,PMB,PMO,0.8942,MYO,0.0332
PMB___PMB_0002_0_8198_107.jpg,PMB,PMB,0.5271,MYO,0.2257
PMB___PMB_0005_0_96_108.jpg,PMB,EBO,0.3307,PMO,0.1469
PMB___PMB_0006_0_146_102.jpg,PMB,PMB,0.6489,MYO,0.2012
PMB___PMB_0008_0_2969_109.jpg,PMB,LYT,0.3285,PMB,0.2281
PMB___PMB_0012_0_2662_103.jpg,PMB,PMB,0.4599,MYO,0.176
PMB___PMB_0016_0_146_110.jpg,PMB,PMB,0.896,PMO,0.0312
PMB___PMB_0018_0_6048_104.jpg,PMB,PMB,0.9117,MYO,0.0276
PMB___PMB_0018_0_625_101.jpg,PMB,PMB,0.7575,MYO,0.0759
PMB___PMB_0018_0_8415_105.jpg,PMB,PMB,0.7455,MYO,0.1278
PMO___PMO_0005_0_6588_105.jpg,PMO,MYO,0.7272,PMO,0.104
PMO___PMO_0015_0_8415_103.jpg,PMO,MYO,0.9044,PMO,0.0446
PMO___PMO_0022_0_96_109.jpg,PMO,PMO,0.9756,NGS,0.0076
PMO___PMO_0028_0_96_101.jpg,PMO,PMO,0.9924,NGS,0.0019
PMO___PMO_0031_0_96_107.jpg,PMO,PMO,0.9617,PMB,0.0074
PMO___PMO_0037_0_96_108.jpg,PMO,PMO,0.9766,MMZ,0.0064
PMO___PMO_0043_0_8415_104.jpg,PMO,MYO,0.3465,PMO,0.2196
PMO___PMO_0045_0_6588_110.jpg,PMO,PMO,0.9327,NGS,0.0147
PMO___PMO_0052_0_8415_102.jpg,PMO,PMO,0.9281,MOB,0.0236
PMO___PMO_0062_0_96_106.jpg,PMO,PMO,0.9967,NGS,0.0012
