filename, label, prediction1, score1, prediction2, score2
lung_aca___lungaca1674_113.jpeg,lung_aca,lung_aca,0.8866,lung_scc,0.0518
lung_aca___lungaca1688_109.jpeg,lung_aca,lung_aca,0.621,lung_scc,0.2305
lung_aca___lungaca1876_101.jpeg,lung_aca,lung_aca,0.8164,lung_scc,0.0713
lung_aca___lungaca1993_114.jpeg,lung_aca,lung_aca,0.8867,colon_aca,0.0403
lung_aca___lungaca215_118.jpeg,lung_aca,lung_scc,0.4865,lung_aca,0.387
lung_aca___lungaca220_108.jpeg,lung_aca,lung_aca,0.9047,lung_scc,0.0368
lung_aca___lungaca2456_105.jpeg,lung_aca,lung_aca,0.8673,colon_aca,0.0444
lung_aca___lungaca25_110.jpeg,lung_aca,lung_aca,0.8709,lung_scc,0.0625
lung_aca___lungaca2619_111.jpeg,lung_aca,lung_aca,0.7905,lung_scc,0.1385
lung_aca___lungaca3020_120.jpeg,lung_aca,lung_aca,0.8147,lung_scc,0.1087
lung_aca___lungaca331_107.jpeg,lung_aca,lung_aca,0.8338,lung_scc,0.1003
lung_aca___lungaca3572_119.jpeg,lung_aca,lung_aca,0.7895,colon_aca,0.1029
lung_aca___lungaca3624_117.jpeg,lung_aca,lung_aca,0.8345,lung_n,0.0603
lung_aca___lungaca3944_112.jpeg,lung_aca,lung_aca,0.7939,colon_aca,0.1182
lung_aca___lungaca4175_106.jpeg,lung_aca,lung_aca,0.6728,lung_scc,0.1891
lung_aca___lungaca4476_103.jpeg,lung_aca,lung_aca,0.8702,colon_aca,0.0562
lung_aca___lungaca4971_116.jpeg,lung_aca,lung_scc,0.4136,lung_n,0.2821
lung_aca___lungaca621_115.jpeg,lung_aca,lung_aca,0.7796,lung_n,0.1232
lung_aca___lungaca980_104.jpeg,lung_aca,lung_aca,0.8749,lung_scc,0.0441
lung_n___lungn1613_108.jpeg,lung_n,lung_n,0.5732,lung_scc,0.2181
lung_n___lungn1862_103.jpeg,lung_n,lung_n,0.9171,lung_scc,0.026
lung_n___lungn1870_120.jpeg,lung_n,lung_n,0.9182,colon_aca,0.0274
lung_n___lungn2027_111.jpeg,lung_n,lung_n,0.9296,colon_n,0.0196
lung_n___lungn2423_102.jpeg,lung_n,lung_n,0.8561,lung_scc,0.0509
lung_n___lungn2884_117.jpeg,lung_n,lung_n,0.8513,lung_scc,0.0569
lung_n___lungn305_116.jpeg,lung_n,lung_n,0.8993,colon_aca,0.0278
lung_n___lungn3320_106.jpeg,lung_n,lung_n,0.8934,colon_aca,0.0323
lung_n___lungn3790_115.jpeg,lung_n,lung_n,0.9174,colon_aca,0.0272
lung_n___lungn3882_101.jpeg,lung_n,lung_n,0.8171,colon_n,0.0654
lung_n___lungn3951_112.jpeg,lung_n,lung_n,0.9087,colon_aca,0.0273
lung_n___lungn3960_110.jpeg,lung_n,lung_n,0.9049,lung_scc,0.0259
lung_n___lungn4335_109.jpeg,lung_n,lung_n,0.9112,colon_aca,0.0317
lung_n___lungn4368_113.jpeg,lung_n,lung_n,0.93,colon_aca,0.023
lung_n___lungn4484_104.jpeg,lung_n,lung_n,0.9157,colon_n,0.0257
lung_n___lungn4547_107.jpeg,lung_n,lung_n,0.9325,lung_scc,0.0199
lung_n___lungn462_119.jpeg,lung_n,lung_n,0.8639,colon_aca,0.0381
lung_n___lungn4706_114.jpeg,lung_n,lung_n,0.9142,colon_aca,0.0258
lung_n___lungn4764_118.jpeg,lung_n,lung_n,0.9039,colon_n,0.0309
lung_n___lungn869_105.jpeg,lung_n,lung_n,0.8038,lung_scc,0.0841
lung_scc___lungscc1484_119.jpeg,lung_scc,lung_scc,0.9259,lung_aca,0.0325
lung_scc___lungscc1862_117.jpeg,lung_scc,lung_scc,0.8952,colon_aca,0.0391
lung_scc___lungscc2182_102.jpeg,lung_scc,lung_scc,0.8705,lung_aca,0.0491
lung_scc___lungscc2220_103.jpeg,lung_scc,lung_scc,0.8753,colon_n,0.052
lung_scc___lungscc222_112.jpeg,lung_scc,lung_aca,0.8251,lung_scc,0.0962
lung_scc___lungscc2318_118.jpeg,lung_scc,lung_scc,0.4598,colon_n,0.3699
lung_scc___lungscc2383_116.jpeg,lung_scc,lung_scc,0.7644,colon_n,0.0948
lung_scc___lungscc2838_104.jpeg,lung_scc,lung_scc,0.9241,lung_aca,0.0205
lung_scc___lungscc2902_115.jpeg,lung_scc,lung_scc,0.7254,lung_aca,0.1703
lung_scc___lungscc3378_109.jpeg,lung_scc,lung_scc,0.9518,lung_aca,0.0154
lung_scc___lungscc3505_107.jpeg,lung_scc,lung_scc,0.8619,lung_aca,0.0495
lung_scc___lungscc3624_113.jpeg,lung_scc,lung_scc,0.8417,colon_n,0.1038
lung_scc___lungscc3733_106.jpeg,lung_scc,lung_scc,0.8188,colon_n,0.0699
lung_scc___lungscc3784_111.jpeg,lung_scc,lung_aca,0.5563,colon_aca,0.2585
lung_scc___lungscc4209_108.jpeg,lung_scc,lung_scc,0.5262,colon_n,0.3581
lung_scc___lungscc476_110.jpeg,lung_scc,lung_scc,0.7822,lung_aca,0.1614
lung_scc___lungscc479_101.jpeg,lung_scc,lung_scc,0.9215,colon_aca,0.021
lung_scc___lungscc691_120.jpeg,lung_scc,colon_aca,0.6281,lung_aca,0.2918
lung_scc___lungscc724_105.jpeg,lung_scc,lung_aca,0.4746,colon_n,0.2827
lung_scc___lungscc830_114.jpeg,lung_scc,colon_aca,0.6119,lung_scc,0.168
